dataset,method,params,case,seed,status,l_bar,mean_accept_length,output_tokens,draft_rounds,draft_acceptance_rate,finish_reason,reached_final_channel,wall_time_seconds
humaneval,cactus,alpha0.03,case_001,0,ok,3.091549295774648,4.091549295774648,578,142.0,0.5152582159624414,stop,True,3.4427358098328114
humaneval,cactus,alpha0.03,case_002,0,ok,2.737435897435897,3.737435897435897,3643,975.0,0.45623931623931624,stop,True,22.60922856302932
humaneval,cactus,alpha0.03,case_003,0,ok,3.276595744680851,4.276595744680851,803,188.0,0.5460992907801419,stop,True,4.571693658828735
humaneval,cactus,alpha0.03,case_004,0,ok,3.2212389380530975,4.221238938053098,477,113.0,0.5368731563421829,stop,True,2.8454402638599277
humaneval,cactus,alpha0.03,case_005,0,ok,3.231404958677686,4.231404958677686,510,121.0,0.5385674931129476,stop,True,3.0819631428457797
humaneval,cactus,alpha0.03,case_006,0,ok,3.8266666666666667,4.826666666666666,357,75.0,0.6377777777777778,stop,True,1.9412038242444396
humaneval,cactus,alpha0.03,case_007,0,ok,3.4079601990049753,4.407960199004975,886,201.0,0.5679933665008292,stop,True,4.991166962776333
humaneval,cactus,alpha0.03,case_008,0,ok,4.125,5.125,450,88.0,0.6875,stop,True,2.3360849833115935
humaneval,cactus,alpha0.03,case_009,0,ok,3.447058823529412,4.447058823529412,376,85.0,0.5745098039215686,stop,True,2.1583236921578646
humaneval,cactus,alpha0.03,case_010,0,ok,3.3655913978494625,4.365591397849462,405,93.0,0.5609318996415771,stop,True,2.293245248030871
humaneval,cactus,alpha0.03,case_011,0,ok,3.042682926829268,4.0426829268292686,3315,820.0,0.5071138211382114,stop,True,20.314230647403747
humaneval,cactus,alpha0.03,case_012,0,ok,2.973856209150327,3.973856209150327,607,153.0,0.49564270152505446,stop,True,3.93253176799044
humaneval,cactus,alpha0.03,case_013,0,ok,3.121794871794872,4.121794871794872,643,156.0,0.5202991452991453,stop,True,3.5564934317953885
humaneval,cactus,alpha0.03,case_014,0,ok,3.4820143884892087,4.482014388489208,623,139.0,0.580335731414868,stop,True,4.001863110810518
humaneval,cactus,alpha0.03,case_015,0,ok,3.3125,4.3125,272,64.0,0.5520833333333334,stop,True,2.1208833646960557
humaneval,cactus,alpha0.03,case_016,0,ok,4.453703703703703,5.453703703703703,588,108.0,0.7422839506172839,stop,True,3.486478296108544
humaneval,cactus,alpha0.03,case_017,0,ok,3.277486910994764,4.277486910994764,817,191.0,0.5462478184991274,stop,True,5.09408268192783
humaneval,cactus,alpha0.03,case_018,0,ok,3.221757322175732,4.221757322175732,1007,239.0,0.5369595536959554,stop,True,6.400111104361713
humaneval,cactus,alpha0.03,case_019,0,ok,3.4299065420560746,4.429906542056075,473,107.0,0.5716510903426791,stop,True,3.126580150332302
humaneval,cactus,alpha0.03,case_020,0,ok,3.171641791044776,4.171641791044776,556,134.0,0.5286069651741293,stop,True,3.746780184097588
humaneval,cactus,alpha0.03,case_021,0,ok,3.0392156862745097,4.03921568627451,823,204.0,0.5065359477124183,stop,True,5.528967999853194
humaneval,cactus,alpha0.03,case_022,0,ok,3.7950819672131146,4.795081967213115,585,122.0,0.6325136612021858,stop,True,3.737846656702459
humaneval,cactus,alpha0.03,case_023,0,ok,3.689873417721519,4.689873417721519,738,158.0,0.6149789029535865,stop,True,4.483569880947471
humaneval,cactus,alpha0.03,case_024,0,ok,3.7142857142857144,4.714285714285714,297,63.0,0.6190476190476191,stop,True,2.005844105966389
humaneval,cactus,alpha0.03,case_025,0,ok,3.1699604743083003,4.169960474308301,1053,253.0,0.52832674571805,stop,True,6.391348511911929
humaneval,cactus,alpha0.03,case_026,0,ok,2.9948453608247423,3.9948453608247423,772,194.0,0.4991408934707904,stop,True,5.127450020052493
humaneval,cactus,alpha0.03,case_027,0,ok,3.5137614678899083,4.513761467889909,492,109.0,0.5856269113149847,stop,True,3.1536352704279125
humaneval,cactus,alpha0.03,case_028,0,ok,3.471264367816092,4.471264367816092,389,87.0,0.578544061302682,stop,True,2.54539385298267
humaneval,cactus,alpha0.03,case_029,0,ok,3.875,4.875,268,56.0,0.6458333333333334,stop,True,1.8893489851616323
humaneval,cactus,alpha0.03,case_030,0,ok,3.7560975609756095,4.7560975609756095,387,82.0,0.6260162601626016,stop,True,2.5666523850522935
humaneval,cactus,alpha0.03,case_031,0,ok,4.3161764705882355,5.3161764705882355,722,136.0,0.7193627450980392,stop,True,4.163230043835938
